u,v,key,osmid,name,highway,length,speed_kph,travel_time,lanes,maxspeed,oneway
31384777,263700367,0,"[615450979, 1260571315]",Calea Șagului,primary,106.14171867052814,50.0,7.642203744278025,4,RO:urban,False
31384779,357978282,0,598121064,Bulevardul 16 Decembrie 1989,primary,97.30176211048651,50.0,7.005726871955029,4,RO:urban,False
31384779,4427479968,0,615450980,Bulevardul 16 Decembrie 1989,primary,21.455330384617863,50.0,1.5447837876924864,4,RO:urban,False
31384779,4427479971,0,220315778,Strada Ciprian Porumbescu,residential,31.28517372129471,50.0,2.2525325079332195,1,RO:urban,True
32972462,264606982,0,24386080,Strada Ciocârliei,residential,212.05135670418147,50.0,15.267697682701066,2,RO:urban,False
32972462,11185443659,0,700176742,Strada Locotenent Ovidiu Balea,primary,168.91132568668525,50.0,12.161615449441339,2,50,False
32972462,6575164006,0,700176742,Strada Locotenent Ovidiu Balea,primary,107.00611431448166,50.0,7.70444023064268,2,50,False
32973018,2466431591,0,"[238843649, 117162810]",Calea Șagului,primary,127.97618910290686,50.0,9.214285615409295,"['2', '4']",RO:urban,True
32973019,357872816,0,162569153,Strada Arhitect Victor Vlad,residential,54.22618300109533,50.0,3.9042851760788637,,RO:urban,False
32973019,11833907079,0,"[555956691, 1274514587]",Strada Bujorilor,secondary,194.67477654330395,50.0,14.016583911117886,"['2', '3']",RO:urban,False
32973019,264628738,0,555956691,Strada Bujorilor,secondary,53.615376374760935,50.0,3.8603070989827875,2,RO:urban,False
32973021,1945556633,0,34750103,Strada Bujorilor,secondary,121.03200140127176,50.0,8.714304100891567,2,RO:urban,False
32973021,357874637,0,541442756,Strada Emile Zola,residential,164.4662898926797,50.0,11.84157287227294,2,RO:urban,False
32973021,258776301,0,541442759,Strada Bujorilor,secondary,299.56487850278234,50.0,21.568671252200332,2,RO:urban,False
32973021,267230328,0,885186925,Strada Emile Zola,secondary,246.0381279328729,50.0,17.71474521116685,2,RO:urban,False
33984058,267093330,0,133821938,Strada Alexandru Odobescu,residential,201.81089526011345,50.0,14.53038445872817,,RO:urban,True
33984058,26650910,0,983051739,Strada Alexandru Odobescu,residential,101.48051425878202,50.0,7.306597026632305,,RO:urban,False
33984060,21515985,0,5053466,Strada Remus,residential,150.71160099420783,50.0,10.851235271582965,,RO:urban,True
33984060,267640074,0,24327313,Strada Virgil Madgearu,residential,103.5336908625406,50.0,7.454425742102923,,RO:urban,False
33984060,3041936165,0,300083934,Strada Virgil Madgearu,residential,131.34787500323787,50.0,9.457047000233128,,RO:urban,True
33984062,267640074,0,24620956,Strada Filaret Barbu,residential,146.7769477792664,50.0,10.567940240107182,,RO:urban,False
33984062,21515985,0,451703966,Strada Brașov,residential,103.86999837786384,50.0,7.478639883206197,,RO:urban,False
33984062,4485254125,0,451703966,Strada Brașov,residential,42.98754285298541,50.0,3.09510308541495,,RO:urban,False
33984063,1317289846,0,116949042,Strada General Henri Berthelot,residential,56.69422117771409,50.0,4.081983924795415,,RO:urban,False
33984063,33984064,0,96021765,Strada General Henri Berthelot,residential,61.16022060606725,50.0,4.403535883636842,,RO:urban,True
33984064,33984065,0,5053469,Piața Plevnei,residential,98.39468243015365,50.0,7.084417134971063,,RO:urban,True
33984064,3041936170,0,195924647,Strada General Henri Berthelot,residential,74.046409482572,50.0,5.331341482745184,,RO:urban,True
33984065,3041936167,0,"[96021762, 451703966]","['Strada Brașov', 'Strada August Treboniu Laurian']",residential,69.97776168264738,50.0,5.038398841150612,,RO:urban,False
33984065,21515985,0,451703966,Strada Brașov,residential,62.119946053542925,50.0,4.4726361158550905,,RO:urban,False
33984973,1976194882,0,186868398,Strada Mitropolit Doctor Vasile Lăzărescu,secondary,19.41025847808845,50.0,1.3975386104223686,3,50,True
33984973,3355611461,0,"[199886352, 186868401, 186839429]",Calea Sever Bocu,secondary,269.83538035473214,50.0,19.428147385540715,2,50,True
243075872,9726690367,0,"[956029568, 195274055]",Strada Aristide Demetriade,tertiary,274.9208151513723,50.0,19.79429869089881,2,50,True
243075872,1978061039,0,226363471,Strada Enric Baader,tertiary,232.0940776893621,50.0,16.710773593634073,2,50,False
243075872,4919414514,0,"[501037864, 1132683602]",Strada Aristide Demetriade,tertiary,229.88836122626918,50.0,16.551962008291383,2,50,False
243147556,264607186,0,92309991,Strada Ioan Plavoșin,residential,105.0982956184674,50.0,7.567077284529654,2,RO:urban,False
243147556,264607182,0,92309991,Strada Ioan Plavoșin,residential,104.11671555040354,50.0,7.496403519629055,2,RO:urban,False
243147556,2070700283,0,454886753,Strada Crișan,residential,224.32030801746455,50.0,16.151062177257447,,RO:urban,True
243147559,264607145,0,24386125,Strada Bucovinei,residential,20.22405018069193,50.0,1.456131613009819,2,RO:urban,False
243147559,2082535892,0,24386125,Strada Bucovinei,residential,44.51464653098165,50.0,3.2050545502306793,2,RO:urban,False
243147559,2082535891,0,92309991,Strada Ioan Plavoșin,residential,43.850070033775864,50.0,3.1572050424318623,2,RO:urban,False
243147564,243316701,0,24386125,Strada Bucovinei,residential,196.06453868696178,50.0,14.11664678546125,2,RO:urban,False
243147564,29120248,0,24386125,Strada Bucovinei,residential,184.56601692265224,50.0,13.288753218430962,2,RO:urban,False
243316701,2073448104,0,24386125,Strada Bucovinei,residential,68.18503168282339,50.0,4.909322281163284,2,RO:urban,False
243316701,243147564,0,24386125,Strada Bucovinei,residential,196.06453868696178,50.0,14.11664678546125,2,RO:urban,False
243316701,1854300672,0,175421874,Strada Constantin Stere,residential,244.70157393543903,50.0,17.61851332335161,1,RO:urban,True
243753991,25639441,0,4269275,Strada Mareșal Alexandru Averescu,tertiary,108.81210063832522,50.0,7.834471245959416,,50,False
243753991,357916301,0,25494490,Strada Drubeta,tertiary,170.9393176690737,30.0,20.512718120288845,2,30,True
243753991,357916436,0,31956279,Intrarea Martir Ianoș Paris,residential,271.84606778187873,50.0,19.57291688029527,,RO:urban,True
243753991,29114365,0,89619279,Strada Mareșal Alexandru Averescu,tertiary,240.15627322261287,50.0,17.291251672028128,,RO:urban,False
243753992,26310707,0,23618056,Strada Drubeta,tertiary,105.18128552652844,30.0,12.621754263183414,2,30,True
243753992,277706881,0,"[719121696, 986130818]",Bulevardul Liviu Rebreanu,primary,122.17265149396397,50.0,8.796430907565407,2,50,True
243753994,263149240,0,217633542,Bulevardul Constantin Brâncoveanu,secondary,15.148141033188907,30.0,1.8177769239826689,6,30,False
243753994,25659116,0,"[667650414, 667650415]",Bulevardul Constantin Brâncoveanu,secondary,98.47929049396139,50.0,7.09050891556522,"['5', '4']",50,False
243753994,254484113,0,668206002,Bulevardul Liviu Rebreanu,primary,295.741193755436,50.0,21.29336595039139,2,50,True
245150444,1942436451,0,25890918,Strada Ioan Sârbu,residential,162.26879838306158,50.0,11.683353483580435,,RO:urban,False
245150444,291196188,0,25890918,Strada Ioan Sârbu,residential,170.9134536029169,50.0,12.305768659410015,,RO:urban,False
245150444,2316038229,0,1222072163,Strada Traian Vuia,residential,106.77227746139042,50.0,7.68760397722011,,RO:urban,True
245150444,282423177,0,447023858,Strada Traian Vuia,residential,101.0438917294789,50.0,7.275160204522481,,RO:urban,False
245150447,357865516,0,447020914,Strada Mureș,tertiary,96.69033493211039,50.0,6.9617041151119485,,RO:urban,False
245150447,296082157,0,427340605,Strada Mureș,tertiary,150.59748866007553,50.0,10.843019183525438,2,RO:urban,False
245150447,1942436451,0,447020913,Strada Ioachim Miloia,residential,98.55024875456996,50.0,7.095617910329038,,RO:urban,False
245150447,291196303,0,447020913,Strada Ioachim Miloia,residential,403.3283782152198,50.0,29.039643231495827,,RO:urban,False
245150448,258825750,0,207482805,Bulevardul Eroilor de la Tisa,tertiary,185.8470472580793,50.0,13.38098740258171,2,50,False
245150448,258825688,0,207482805,Bulevardul Eroilor de la Tisa,tertiary,118.72089030330369,50.0,8.547904101837867,2,50,False
254484112,927355315,0,79434862,Strada Hebe,residential,47.19149562367358,50.0,3.397787684904498,,RO:urban,False
254484112,264626153,0,79434862,Strada Hebe,residential,43.86144954204167,50.0,3.1580243670270005,,RO:urban,False
254484112,2112490917,0,1312325875,Strada Mureș,residential,36.53412773374065,50.0,2.6304571968293264,2,RO:urban,False
254484113,26001208,0,101622483,Strada Hebe,residential,82.05851744887161,30.0,9.847022093864595,,30,True
254484113,264626883,0,668206013,Bulevardul Liviu Rebreanu,primary,154.16426166366014,50.0,11.099826839783532,2,50,True
254484141,2072165675,0,23620340,Splaiul Nicolae Titulescu,residential,223.2063969153385,50.0,16.070860577904373,2,RO:urban,False
254484141,270547087,0,23620340,Splaiul Nicolae Titulescu,residential,195.08385859818364,50.0,14.046037819069223,2,RO:urban,False
254484141,357992020,0,23620342,Strada Gelu,residential,246.62887317812445,50.0,17.75727886882496,,RO:urban,False
254484163,254484169,0,"[23620356, 438497414, 438497415]",Podul Eroilor,tertiary,66.84424298662627,50.0,4.812785495037091,4,RO:urban,False
254484163,266944408,0,"[23621262, 1422664223]",Splaiul Nicolae Titulescu,residential,180.60354499353363,50.0,13.003455239534421,2,RO:urban,False
254484169,263705385,0,24901891,Splaiul Tudor Vladimirescu,tertiary,187.52749849207532,50.0,13.501979891429423,2,50,True
254484169,3509134809,0,344153728,Strada Iancu Văcărescu,residential,152.21742557540648,50.0,10.959654641429267,1,50,True
254484169,254484163,0,"[23620356, 438497414, 438497415]",Podul Eroilor,tertiary,66.84424298662626,50.0,4.81278549503709,4,RO:urban,False
254484169,262656747,0,464513441,Splaiul Tudor Vladimirescu,tertiary,179.5508985144239,50.0,12.92766469303852,2,RO:urban,False
254484170,297463555,0,1449409905,Bulevardul Regele Carol I,residential,17.711855036767446,50.0,1.275253562647256,1,RO:urban,False
254484170,2264571590,0,23620481,Bulevardul Iuliu Maniu,primary,147.0287942749623,50.0,10.586073187797288,2,RO:urban,True
254484172,2329128790,0,24320862,Bulevardul 16 Decembrie 1989,secondary,8.427790527708535,50.0,0.6068009179950145,2,50,True
254484172,2061793220,0,"[587839816, 587839820]",Strada Iancu Văcărescu,residential,27.266692010589388,48.0426739023187,2.043185427973947,"['2', '1']",,True
254484175,266117160,0,23498432,Strada Frunzei,residential,104.03040414534419,50.0,7.490189098464782,,RO:urban,True
254484175,262482995,0,24243217,Strada Nicolae Leonard,residential,97.23266982885612,50.0,7.000752227677641,,RO:urban,True
254484178,12337888222,0,24320169,Bulevardul Dâmbovița,secondary,126.30674078536121,50.0,9.094085336546009,2,RO:urban,False
254484178,12337888219,0,24320169,Bulevardul Dâmbovița,secondary,182.79604025706044,50.0,13.161314898508353,2,RO:urban,False
254484178,254484180,0,31953625,Strada Nicolae Leonard,residential,143.1610737792323,50.0,10.307597312104727,,RO:urban,False
254484180,254484178,0,31953625,Strada Nicolae Leonard,residential,143.1610737792323,50.0,10.307597312104727,,RO:urban,False
254484180,263700367,0,1224763958,Strada Vulturilor,residential,229.48607930404847,50.0,16.52299770989149,1,RO:urban,True
254484182,263699891,0,31119416,Strada Ana Ipătescu,tertiary,13.773117942920516,50.0,0.9916644918902772,,RO:urban,True
254484182,12337888219,0,1333564240,Bulevardul Dâmbovița,secondary,103.59328536698769,50.0,7.458716546423114,2,RO:urban,True
254484205,278448795,0,24831662,Strada Ardealului,tertiary,170.91121675159317,50.0,12.30560760611471,,RO:urban,False
254484205,278448797,0,690445735,Strada Nicolae Andreescu,secondary,148.13420053641113,50.0,10.665662438621602,2,RO:urban,False
254484205,357225378,0,1281362961,Strada Ioan Slavici,secondary,26.486449738505463,50.0,1.9070243811723935,2,RO:urban,False
254484206,2136817400,0,"[203682825, 203682834, 203682833]",Strada Ovidiu Cotruș,secondary,428.5394092920365,50.0,30.854837469026627,"['2', '4']",RO:urban,False
254484206,3267784218,0,"[684178083, 862008199]",Strada Ioan Slavici,secondary,49.867550801552056,50.0,3.5904636577117484,2,RO:urban,False
254484206,3267784219,0,"[856620651, 376234589]",Strada Ovidiu Cotruș,secondary,112.20899644852972,50.0,8.07904774429414,2,RO:urban,True
254615705,2092784232,0,173146348,Strada Zimbrului,residential,138.30775460794837,30.0,16.596930552953804,,30,True
254615705,2093177341,0,89820494,Strada Alexandru Golescu,residential,103.45022643560694,30.0,12.414027172272831,,30,False
254615705,2093177372,0,199306650,Strada Alexandru Golescu,living_street,76.6753335554098,20.0,13.801560039973763,,20,False
254615706,254615705,0,199306652,Strada Alexandru Golescu,residential,96.246198754716,30.0,11.54954385056592,,30,True
254615706,2093177346,0,173146347,Strada Tapia,residential,93.55801999336734,30.0,11.226962399204082,,30,True
254615711,1839737748,0,173146363,Strada Aurel Popovici,residential,132.59633579427722,30.0,15.911560295313269,1,30,True
254615711,2076029226,0,199263546,Strada Vasile Lucaciu,residential,100.2203269525411,30.0,12.026439234304933,,30,True
254615775,358143056,0,25443691,Strada Geneva,residential,107.3452572961329,50.0,7.728858525321569,,RO:urban,False
254615775,254615777,0,25443691,Strada Geneva,residential,145.61199852175164,50.0,10.484063893566118,,RO:urban,False
254615775,276577106,0,89820503,Strada Samuil Micu,residential,113.90414666142644,50.0,8.201098559622704,2,50,True
254615777,254615775,0,25443691,Strada Geneva,residential,145.61199852175164,50.0,10.484063893566118,,RO:urban,False
254615777,277296219,0,174139407,Strada Basel,residential,62.4788470899066,50.0,4.498476990473275,,RO:urban,False
254615777,1848613963,0,174139407,Strada Basel,residential,64.4566982064545,50.0,4.640882270864724,,RO:urban,False
255687275,6575635864,0,1305810073,Strada Constructorilor,residential,42.904673686744935,30.0,5.148560842409393,,30,False
255687275,6575635865,0,545663992,Strada Constructorilor,residential,59.953106093876066,48.0426739023187,4.4924889563138395,,,False
255687275,258776266,0,1070433581,Strada Constructorilor,residential,265.1063497675767,30.0,31.81276197210921,,30,False
255724417,256019138,0,23611450,Piața Leonardo da Vinci,secondary,9.819299458093171,50.0,0.7069895609827084,4,RO:urban,True
255724417,25507156,0,"[23632732, 755106599]",Bulevardul Vasile Pârvan,secondary,267.5628385490587,50.0,19.26452437553223,"['2', '1']",50,True
255724621,256019786,0,23632793,Piața Leonardo da Vinci,secondary_link,38.35834388740821,50.0,2.7618007598933914,2,RO:urban,True
255724621,25638202,0,104356621,Piața Leonardo da Vinci,secondary,38.47104343635417,50.0,2.7699151274175007,2,50,True
255856685,357978830,0,842425079,Strada Russu Șirianu,residential,87.91155934796357,50.0,6.329632273053377,,RO:urban,True
255856685,267638913,0,225233099,Strada Snagov,residential,112.41806736194408,50.0,8.094100850059974,,RO:urban,True
255856685,25754239,0,376425819,Strada Doctor Pavel Vasici Ungureanu,residential,116.14915032654451,50.0,8.362738823511206,2,RO:urban,False
255856686,8302869254,0,1253723781,Bulevardul Constantin Brâncoveanu,secondary,99.4831187258966,50.0,7.162784548264556,4,50,False
255856686,4190773550,0,842425079,Strada Russu Șirianu,residential,32.85042274885578,50.0,2.3652304379176163,,RO:urban,True
255856686,7859015023,0,"[842425081, 1222293461]",Bulevardul Constantin Brâncoveanu,secondary,115.36327578347353,50.0,8.306155856410093,"['2', '3']",50,True
255856966,357986983,0,24482464,Strada Lalelelor,residential,138.67016546936387,50.0,9.984251913794198,,RO:urban,False
255856966,262634025,0,376301742,Strada Lalelelor,residential,73.00560002086615,50.0,5.256403201502364,,RO:urban,False
255856966,255856967,0,537529325,Strada Mătăsarilor,tertiary,256.64383921337776,50.0,18.4783564233632,,RO:urban,False
255856966,5205097422,0,537529325,Strada Mătăsarilor,tertiary,216.6263105613513,50.0,15.597094360417293,,RO:urban,False
255856967,357988114,0,541442773,Calea Ghirodei,tertiary,141.74518669600002,50.0,10.205653442112002,,RO:urban,False
255856967,268209365,0,376302328,Strada Mătăsarilor,tertiary,161.19280625202964,50.0,11.605882050146135,,RO:urban,False
255856967,255856966,0,537529325,Strada Mătăsarilor,tertiary,256.6438392133777,50.0,18.478356423363195,,RO:urban,False
255871884,255871886,0,23621034,Strada Iuliu Podlipny,tertiary,94.12521871225631,50.0,6.777015747282454,2,RO:urban,False
255871884,6429001848,0,419175440,Calea Urseni,tertiary,184.2410040083787,50.0,13.265352288603268,2,RO:urban,False
255871884,6429008647,0,668936350,Calea Urseni,tertiary,105.29944415486719,50.0,7.5815599791504384,2,RO:urban,False
255871886,255871884,0,23621034,Strada Iuliu Podlipny,tertiary,94.12521871225631,50.0,6.777015747282454,2,RO:urban,False
255871886,357903828,0,419187538,Strada Dimitrie Dinicu,residential,213.37680470891033,50.0,15.363129939041544,,RO:urban,False
255871886,4209324604,0,421111550,Strada Dimitrie Dinicu,residential,217.8633657840073,50.0,15.686162336448527,,RO:urban,False
255871886,357903725,0,23621034,Strada Iuliu Podlipny,tertiary,94.00584761572144,50.0,6.768421028331944,2,RO:urban,False
255871887,267469688,0,23621034,Strada Iuliu Podlipny,tertiary,73.20805435845261,50.0,5.270979913808588,2,RO:urban,False
255871887,291444426,0,26577745,Strada Luță Ioviță,residential,120.22714292792344,50.0,8.656354290810489,,RO:urban,False
255871887,2141035230,0,31955212,Strada Martir Constantin Radu,tertiary,167.12328973695665,50.0,12.03287686106088,2,RO:urban,False
255871902,1423054454,0,207519254,Calea Urseni,tertiary,294.8746826298049,50.0,21.230977149345957,2,RO:urban,False
255871902,11125338820,0,587849966,Strada Vasile Zbegan,tertiary,28.332969171514467,30.0,3.399956300581736,2,30,False
255871902,2338880751,0,668936350,Calea Urseni,tertiary,119.97300098480562,50.0,8.638056070906005,2,RO:urban,False
255872037,255872040,0,24388082,Strada Anton Pavlovici Cehov,residential,256.12154763580367,50.0,18.440751429777865,,RO:urban,True
255872037,357868995,0,427340607,Strada Gavril Musicescu,tertiary,12.643523972477166,50.0,0.9103337260183559,2,50,True
255872040,357877125,0,660108445,Strada Anton Pavlovici Cehov,residential,54.70221524185536,50.0,3.938559497413586,,RO:urban,False
255872040,357884426,0,89619277,Strada Aluniș,residential,103.62112926941033,30.0,12.43453551232924,2,30,False
255872252,262644268,0,24258608,Strada Drubeta,tertiary,158.85888847963056,30.0,19.063066617555666,2,30,True
255872255,290897131,0,23621048,Strada Glad,residential,127.65074526248367,30.0,15.31808943149804,,30,True
255872255,318831724,0,24320091,Bulevardul Constantin Brâncoveanu,secondary,115.10649491765467,50.0,8.287667634071138,4,50,False
255872255,25659116,0,24320091,Bulevardul Constantin Brâncoveanu,secondary,104.94099752593242,50.0,7.555751821867134,4,50,False
255872338,264629352,0,23621062,Strada Lev Tolstoi,residential,127.49793045393344,50.0,9.179850992683207,,RO:urban,True
255872338,267638914,0,114007435,Strada Hebe,residential,94.81080469201267,50.0,6.826377937824913,,RO:urban,True
255872806,258776294,0,89619274,Strada Ivan Petrovici Pavlov,tertiary,237.931455609993,50.0,17.131064803919497,2,RO:urban,False
255872806,357884197,0,89619277,Strada Aluniș,residential,128.45860217923152,30.0,15.415032261507783,2,30,False
255872806,13061594943,0,220172095,Strada Ivan Petrovici Pavlov,residential,257.351242668556,50.0,18.529289472136032,,RO:urban,False
255872806,280949125,0,"[1312329549, 1312329551]",Strada Aluniș,tertiary,131.39160727462718,40.0,11.825244654716446,2,"['30', '50']",False
255878268,25754950,0,1418746711,Bulevardul Liviu Rebreanu,primary,15.54606037113948,50.0,1.1193163467220426,3,50,True
255878268,5195804357,0,"[718480868, 24320439]",Calea Șagului,primary,77.52829712644986,50.0,5.5820373931043905,2,RO:urban,True
255878270,263149246,0,"[238843656, 1418750080]",Calea Șagului,primary,156.16080162542946,50.0,11.24357771703092,"['2', '4']",RO:urban,True
256019138,25507159,0,219386374,Piața Leonardo da Vinci,secondary,27.6004644243994,50.0,1.9872334385567572,3,RO:urban,True
256019138,1203989461,0,376299973,Piața Leonardo da Vinci,secondary_link,35.42266636993984,50.0,2.5504319786356686,1,RO:urban,True
256019786,25638344,0,376294970,Piața Leonardo da Vinci,secondary,9.495348814320053,50.0,0.6836651146310438,3,RO:urban,True
256044353,6621956416,0,98092884,Strada Martir Leontina Bînciu,residential,171.4079833415483,50.0,12.341374800591476,,RO:urban,False
256044478,2017374307,0,207570287,Strada Iulian Grozescu,residential,77.55822897297224,50.0,5.584192486054002,,RO:urban,False
256044478,2178308069,0,207570287,Strada Iulian Grozescu,residential,61.759362217273804,50.0,4.446674079643714,,RO:urban,False
256044478,1867744798,0,23635618,Strada Paul Iorgovici,residential,99.86314088631917,50.0,7.190146143814981,,RO:urban,False
256044478,2017374319,0,"[23635618, 919137757, 191153638]","['Strada Paul Iorgovici', 'Splaiul Morarilor']",residential,230.7380997428157,50.0,16.61314318148273,,RO:urban,False
256044480,262634018,0,24418990,Piața Sarmizegetusa,tertiary,13.012067476607188,50.0,0.9368688583157176,,RO:urban,False
256044480,2017374319,0,207570287,Strada Iulian Grozescu,residential,39.60155953310159,50.0,2.851312286383315,,RO:urban,False
256044480,1867744837,0,376239093,Strada Andrei Șaguna,primary,175.0546237442264,50.0,12.603932909584302,2,50,True
256044508,4919592644,0,24379018,Strada Baba Dochia,primary,150.699295135417,50.0,10.850349249750025,2,50,True
256044508,30987851,0,89372847,Strada Titu Maiorescu,residential,340.37463968345105,50.0,24.506974057208478,,RO:urban,False
256044508,262634015,0,196200676,Strada Titu Maiorescu,residential,20.300835019753578,50.0,1.4616601214222575,,RO:urban,False
256118717,1984974836,0,"[427788074, 376435117]",Bulevardul Revoluției din 1989,tertiary,115.06869130211648,50.0,8.284945773752387,"['2', '4']",50,True
256118717,1855952843,0,721143426,unnamed,residential,19.248674227701716,50.0,1.3859045443945235,,50,True
256907665,2050602493,0,24044583,Strada Coriolan Brediceanu,residential,133.00004023053467,50.0,9.576002896598496,1,50,True
256907665,2046008601,0,"[427695353, 1153862260, 1153862261, 1058515846]",Bulevardul Regele Mihai I,secondary,117.56233559974785,50.0,8.464488163181846,3,50,True
258775554,10733249166,0,1154076917,Calea Sever Bocu,primary,26.703967654686927,50.0,1.922685671137459,2,50,True
258776266,456033978,0,23608206,Strada Constructorilor,secondary,57.19161492413918,30.0,6.862993790896702,2,30,False
258776266,6575635865,0,1305810072,Inelul IV,secondary,254.68126607541254,50.0,18.337051157429702,2,RO:urban,False
258776266,255687275,0,1070433581,Strada Constructorilor,residential,265.1063497675767,30.0,31.81276197210921,,30,False
258776287,494163357,0,40685492,Strada Academician Petre P. Negulescu,residential,93.49788577184738,50.0,6.731847775573012,2,RO:urban,False
258776287,1984960539,0,"[1037370072, 377606603]",Strada Sfinții Apostoli Petru și Pavel,secondary,125.78325416724577,50.0,9.056394300041697,2,RO:urban,False
258776287,12920925456,0,"[196857048, 1395930714]",Strada Sfinții Apostoli Petru și Pavel,secondary,87.25734816489935,50.0,6.282529067872754,2,RO:urban,False
258776289,1984960539,0,377606603,Strada Sfinții Apostoli Petru și Pavel,secondary,16.464790534875732,50.0,1.1854649185110526,2,RO:urban,False
258776289,264668173,0,24257885,Strada Stuparilor,residential,418.3011569575329,50.0,30.11768330094237,,RO:urban,False
258776289,264668174,0,187851079,Strada Oravița,secondary,213.15601318388113,50.0,15.347232949239443,,RO:urban,False
258776294,29076335,0,31953419,Strada Drubeta,tertiary,435.1362449488538,50.0,31.329809636317474,2,RO:urban,False
258776294,255872806,0,89619274,Strada Ivan Petrovici Pavlov,tertiary,237.931455609993,50.0,17.131064803919497,2,RO:urban,False
258776294,276994848,0,427340607,Strada Gavril Musicescu,tertiary,104.35539301091828,50.0,7.513588296786116,2,50,True
258776296,29529671,0,4975575,Strada Ana Ipătescu,tertiary,224.87302104210988,50.0,16.19085751503191,2,50,False
258776296,264628739,0,23875464,Strada Chișodei,residential,91.1454453298395,50.0,6.562472063748445,,RO:urban,False
258776296,2040832166,0,545540648,Strada Victor Hugo,tertiary,53.095605261536576,30.0,6.371472631384389,2,30,False
258776298,258776301,0,24387019,Strada Izlaz,residential,249.9792232469007,50.0,17.99850407377685,2,RO:urban,False
258776298,277706908,0,24387019,Strada Izlaz,residential,208.52651133748412,50.0,15.013908816298857,2,RO:urban,False
258776298,267230328,0,207592360,Strada Chișodei,residential,302.85735309526444,50.0,21.80572942285904,,RO:urban,False
258776298,357875669,0,207592360,Strada Chișodei,residential,306.7261168802192,50.0,22.08428041537578,,RO:urban,False
258776301,258776298,0,24387019,Strada Izlaz,residential,249.9792232469007,50.0,17.99850407377685,2,RO:urban,False
258776301,267230566,0,376425820,Strada Izlaz,residential,141.6958542652949,50.0,10.202101507101235,,RO:urban,False
258776301,32973021,0,541442759,Strada Bujorilor,secondary,299.56487850278234,50.0,21.568671252200332,2,RO:urban,False
258776301,264628738,0,555956691,Strada Bujorilor,secondary,355.1259500188914,50.0,25.569068401360184,2,RO:urban,False
258825688,1898240792,0,23878690,Strada Milcov,residential,194.0270330115827,50.0,13.969946376833954,,RO:urban,True
258825688,2263451505,0,175926065,Strada Deliblata,residential,189.94247580363557,50.0,13.675858257861762,,50,False
258825688,245150448,0,207482805,Bulevardul Eroilor de la Tisa,tertiary,118.72089030330369,50.0,8.547904101837867,2,50,False
258825688,258825723,0,207482805,Bulevardul Eroilor de la Tisa,tertiary,120.29008462802175,50.0,8.660886093217567,2,50,False
258825695,1864884708,0,154942705,Strada Wilhelm Conrad Röntgen,residential,52.107774887016305,50.0,3.751759791865174,,RO:urban,False
258825695,1864884699,0,207596452,Strada Surorile Martir Caceu,residential,64.28287746422214,50.0,4.628367177423994,2,RO:urban,False
258825695,1864884619,0,207596452,Strada Surorile Martir Caceu,residential,112.32442506586206,50.0,8.087358604742068,2,RO:urban,False
258825723,2682476658,0,23878611,Strada Nicolinț,residential,61.23573520909035,50.0,4.408972935054505,,50,False
258825723,1670247681,0,175926075,Strada Johannes Gutenberg,residential,47.949164003505366,50.0,3.4523398082523866,,RO:urban,False
258825723,258825688,0,207482805,Bulevardul Eroilor de la Tisa,tertiary,120.29008462802175,50.0,8.660886093217567,2,50,False
258825723,258825812,0,207482812,Bulevardul Eroilor de la Tisa,tertiary,122.46489493521308,50.0,8.817472435335342,2,50,False
258825738,25497659,0,"[225987929, 451714371]",Aleea F.C. Ripensia,secondary,79.67734642753908,50.0,5.736768942782814,"['4', '3']",50,True
258825749,258825754,0,173196251,Strada Alexandru Vaida Voievod,residential,179.93761591298426,50.0,12.955508345734868,,RO:urban,True
258825750,258825749,0,173196252,Strada Caraș,residential,146.57781108502274,50.0,10.553602398121638,,RO:urban,True
258825750,4067925189,0,"[1219272778, 207482805]",Bulevardul Eroilor de la Tisa,tertiary,119.19329504060973,50.0,8.5819172429239,"['2', '3']",50,False
258825750,245150448,0,207482805,Bulevardul Eroilor de la Tisa,tertiary,185.8470472580793,50.0,13.38098740258171,2,50,False
258825754,245150448,0,173196250,Strada Daliei,residential,159.09343126867503,50.0,11.454727051344603,,RO:urban,True
258825754,1673831881,0,318133922,Strada Alexandru Vaida Voievod,residential,122.19262205558368,50.0,8.797868788002026,1,RO:urban,True
258825810,1898240791,0,1017915973,Strada Leului,residential,96.56902993256372,50.0,6.952970155144588,,RO:urban,True
258825810,1677707261,0,23878718,Strada Miorița,residential,118.77959534564422,50.0,8.552130864886385,,RO:urban,True
258825812,1898240791,0,175926069,Strada Leului,residential,68.06236543558238,50.0,4.900490311361931,,RO:urban,False
258825812,258825723,0,207482812,Bulevardul Eroilor de la Tisa,tertiary,122.46489493521307,50.0,8.817472435335342,2,50,False
258825812,264512409,0,"[1074553066, 1074531691, 1074531692, 767441175]",Bulevardul Eroilor de la Tisa,tertiary,328.0020578393294,50.0,23.616148164431717,"['2', '3']",RO:urban,False
258825816,2123919739,0,23878698,Strada Comănești,residential,104.37584719544175,50.0,7.515060998071807,2,RO:urban,False
258825816,258825818,0,"[854156881, 279821113]",Strada Școlii,residential,174.23088052220942,50.0,12.544623397599079,2,RO:urban,False
258825816,10615946299,0,279821113,Strada Școlii,residential,92.56132137468327,50.0,6.664415138977196,2,RO:urban,False
