leisure,name,is_in_city,name_de,name_en,wikidata,check_date,foot,name_ro,old_name_-1993,alt_name,old_name,old_name_-2012,landuse,access,old_name_-1990,addr_city,addr_street,place,bicycle,opening_hours,leaf_cycle,leaf_type,level,addr_housenumber,addr_postcode,addr_postcode_source,source,natural,religion,type,alt_name_de,alt_name_ro,category,intermittent,water,salt,tidal,man_made,basin,amenity,cuisine,phone,website,check_date_opening_hours,addr_country,internet_access,outdoor_seating,smoking,delivery,air_conditioning,beds,rooms,stars,tourism,_tip_,note,diet_vegetarian,website_menu,description,email,wifi,capacity,takeaway,wheelchair,diet_vegan,indoor_seating,organic,payment_credit_cards,payment_debit_cards,brand,brand_wikidata,brand_wikipedia,contact_email,contact_facebook,contact_instagram,contact_phone,contact_website,contact_youtube,operator,toilets_wheelchair,handwashing_soap,toilets,toilets_access,toilets_paper_supplied,opening_hours_signed,addr_neighbourhood,bar,building,diet_meat,building_material,height,roof_colour,roof_shape,building_levels,building_roof_shape,internet_access_fee,payment_cash,payment_contactless,official_name,facebook,theme,compressed_air,fuel_lpg,contact_tiktok,name_ru,fuel_diesel,tiktok,fuel_octane_100,fuel_octane_95,fuel_octane_98,maxheight,fuel_octane,mapillary,survey_date,parking,fee,fee_conditional,supervised,surface,capacity_disabled,charge,operator_type,psv,park_ride,maxstay,covered,smoothness,area,construction_end_expected,source_capacity,layer,orientation,bus,parking_orientation,emergency,healthcare,building_facade_colour,wikipedia,healthcare_speciality,barrier,education,is_in_country,is_in_county,start_date,name_hu,grades,fixme,official_name_en,official_name_ro,atm,drive_through,brand_en,brand_ro,addr_housename,branch,operator_wikidata,operator_wikipedia,short_name,dispensing,historic,artwork_type,name_pl,archaeological_site,historic_civilization,author,material,memorial,locomotive_type,inscription,denomination,defensive_works,wikipedia_de,name_el,heritage,heritage_operator,ref_RO_lmi,wikimedia_commons,ruins,aircraft_type,manufacturer,manufacturer_wikidata,manufacturer_wikipedia,model_wikidata,model_wikipedia,ref,castle_type,SIRUTA_code,codul_entității_muzeale,description_ro,fax,source_link,tourism_survey,contact_fax,museum_type,museum,direction,building_colour,name_sr,bridge_structure,lat,lon
,Little Italy,,,,,,,,,,,,,,,,,,,Mo-Su 11:00-24:00,,,0,,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7650166,21.2279039
,Liberty,,,,,,,,,,,,,,,,,,,"Mo-Sa 10:00-22:00, Sa 12:00-22:00",,,,,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7560239,21.2279891
,Bohema,,,,,,,,,,,,,,,Timișoara,Strada Lucian Blaga,,,,,,,1,300002,,,,,,,,restaurants,,,,,,,restaurant,italian,,,2023-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7549921,21.2278742
,George's Snack Hut,,,,,,,,,,,,,,,,,,,"Mo-We 08:00-24:00, Th-Sa 08:00-02:00, Su 10:00-22:00",,,,,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7570326,21.2281086
,Fenice Palas,,,,,,,,,,,,,,,,,,,Mo-Su 09:00-23:00,,,0,,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7652458,21.2279096
,La Rousse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.765396,21.2007106
,B40 Bistro,,,,,,,,,,,,,,,Timișoara,Calea Buziașului,,,,,,,40,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7298245,21.2655969
,Restaurant Perla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurants,,,,,,,restaurant,,,https://hotelperla.ro/english/restaurant-perla/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7426081,21.228048
,Hidden Gem,,,,,,,,,,,,,,,Timișoara,Strada Titan,,,,,,,4,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7614573,21.2403876
,Rustic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7450339,21.2277892
,Food & Community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7606723,21.2208134
,Victoria del gusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7529551,21.225797
,Cheers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7572799,21.2329722
,Kunde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7604163,21.2205874
,ferment,,,,,,,,,,,,,,,Timișoara,Piața Traian,,,,,,,6,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7573589,21.2501472
,Amphora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7562924,21.2335941
,Sushi Terra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurants,,,,,,,restaurant,sushi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7275183,21.2361083
,Ialidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7746119,21.2307318
,Restaurant Pizzerie Elena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7714903,21.247456
,Mona Lisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7717429,21.2471053
,Pizza 5 Colțuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurants,,,,,,,restaurant,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7805558,21.2205906
,El Egyptian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7683022,21.2339383
,Papa Sam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7682648,21.2341194
,Octavian Catering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7685146,21.2335762
,L'Osterietta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7708056,21.2187275
,Casa David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7803642,21.2356456
,La Halit,,,,,,,,,,,,,,,Timișoara,Strada Daliei,,,24/7,,,,1,,,,,,,,,restaurants,,,,,,,restaurant,turkish,0723 146 931,https://lahalit.ro,,,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,Complexul Studentesc,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7511649,21.2421109
,Eat Like a Man,,,,,,,,,,,,,,,,,,,Mo-Su 11:00-22:00,,,,,,,,,,,,,restaurants,,,,,,,restaurant,burger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7576293,21.2278953
,Jack's Bistro,,,,,,,,,,,,,,,,,,,"Mo-Th 09:00-23:00, Fr 09:00-24:00, Sa 10:00-24:00, Su 10:00-23:00",,,,,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7749813,21.2135831
,Pizza by Milano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7463145,21.2170404
,Riyo,,,,,,,,,,,,,,,,,,,Tu-Su 12:00-23:00,,,,,,,,,,,,,restaurants,,,,,,,restaurant,asian,0758091091,https://riyosushi.ro/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7582034,21.2262163
,Whisper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurants,,,,,,,restaurant,,0720833336,https://restaurantwhisper.ro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.755819,21.2279806
,Posh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7556351,21.2279629
,La Focacceria,,,,,,,,,,,,,,,,,,,"Tu-Fr 09:00-18:00; Sa,Su 10:00-19:00",,,,,,,,,,,,,restaurants,,,,,,,restaurant,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7552324,21.2279083
,Panuzzo Napoletano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurants,,,,,,,restaurant,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7547968,21.227852
,Kai,,,,,,,,,,,,,,,,,,,"Su-We 10:00-23:00, Th-Sa 10:00-02:00",,,0,,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7652215,21.2296334
,Restaurant Andronic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7221582,21.1743651
,Moon Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7837527,21.2290527
,Restaurant23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7560957,21.2291207
,Hoshi,,,,,,,,,,,,,,,Timișoara,Calea Torontalului,,,Mo-Su 10:00-22:00,,,,53,,,,,,,,,restaurants,,,,,,,restaurant,sushi,,https://www.hoshisushi.ro/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.772205,21.2163494
,La Trattoria Cucina Moderna,,,,,,,,,,,,,,,Timișoara,Strada Vasile Alecsandri,,,,,,,5,300078,,survey,,,,,,restaurants,,,,,,,restaurant,italian,+40742252222,https://www.facebook.com/LaTrattoriaPiataUniriiTM/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7566502,21.2278555
,Bistro Dorobanți,,,,,,,,,,,,,,,,,,,Mo-Fr 12:00-18:00,,,,,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7643943,21.259126
,Quick Food,,,,,,,,,,,,,,,,,,,Mo-Fr 10:30-15:00,,,,,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7574784,21.2227616
,Restaurant Gloria a la carte,,,,,,,,,,,,,,,,Strada Bogdan Petriceicu Hașdeu,,,Mo-Fr 10:00-18:00,,,,18,,,,,,,,,restaurants,,,,,,,restaurant,,0356 448 999 / 0733 448 999,https://restaurant-gloria.ro/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurantgloria@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7564312,21.2096905
,Magic Pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7510891,21.2388883
,Sushi Master,,,,,,,,,,,,,,,Timișoara,Strada Mareșal Constantin Prezan,,,Mo-Su 11:00-21:30,,,0,,,,,,,,,,restaurants,,,,,,,restaurant,sushi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/timisoara.sushimaster.ro,,+40 751 278 578,https://sushimaster.ro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7307666,21.2475357
,Le Palatine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7574887,21.2272596
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7634561,21.2843411
,The Fisher by Chef Daian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7794337,21.2269019
,Z'YlleN,,,,,,,,,,,,,,,,,,,Mo-Sa 10:30-16:00,,,,,,,,,,,,,restaurants,,,,,,,restaurant,,+40 771 115 543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7607941,21.2492151
,Merlot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7564631,21.2420802
,Pulcinella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurants,,,,,,,restaurant,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7263778,21.2365843
,Why Pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurants,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.756297,21.2280221
